time,temperature 1,humidity 1,pressure 1,voltage 1,temperature 2,humidity 2,pressure 2,voltage 2,temperature 1 int.,temperature 2 int.
0,26.38,37.23,1015.0556883398265,1024,,,,,
7138331,26.48,38.32,1014.1643600796101,1024,,,,,
8886416,26.14,33.7,1014.031022898102,1024,,,,,
10618247,26.53,34.2,1013.8172901736173,1024,,,,,
17768680,26.4,36.84,1012.7762540543862,1024,,,,,
22216458,26.14,41.77,1012.2141390518946,1024,,,,,
29335502,25.54,46.42,1012.4432302653308,1024,,,,,
31087084,26.31,53.61,1012.6941637318748,1024,,,,,
32847717,26.12,58.84,1013.2571486551202,1024,,,,,
37263384,26.11,63.07,1013.2983561492383,1024,,,,,
44392875,26.07,65.21,1013.8380577263765,1024,,,,,
51524882,25.9,65.64,1013.8864336672268,1024,,,,,
57789504,25.58,66.38,1014.8124451644428,1024,,,,,
64890286,25.6,67.13,1015.6058351359704,1024,,,,,
68438316,25.92,66.96,1016.1775731110732,1024,,,,,
75592319,26.24,67,1016.9393686417807,1024,,,,,
82727607,26.4,67.04,1017.0939559877783,1022,,,,,
89836771,26.47,67.19,1016.8713301792799,1021,,,,,
96985086,26.85,66.98,1016.1137043473533,1024,,,,,
104103902,27.01,66.96,1015.3622975297261,1021,,,,,
111269058,27.13,66.92,1014.7755179285988,1024,,,,,
118381294,26.91,66.5,1014.6702915227255,1024,,,,,
125504325,26.8,67.17,1014.9611551097063,1024,,,,,
132648473,26.54,67.37,1015.2548021148618,1024,,,,,
137969749,26.17,67.61,1015.0302689632225,1024,,,,,
140617580,25.85,67.85,1014.8908166325123,1024,,,,,
146876317,26.19,67.97,1014.2613949471806,1024,,,,,
154014295,26.44,68.01,1014.5550381866225,1024,,,,,
161151714,26.68,68.01,1014.3234883502369,1024,,,,,
168273718,26.79,68.13,1014.1456993967759,1024,,,,,
175414285,26.9,68.22,1013.4383531162417,1024,,,,,
182533817,27.08,68.12,1012.385470999861,1024,,,,,
189668981,27.27,67.81,1010.992008300199,1024,,,,,
196809205,27.36,67.76,1010.2243537757471,1024,,,,,
203941127,27.31,68.35,1009.468287107071,1022,,,,,
211052198,27.02,67.95,1010.3042967949866,1024,,,,,
218201671,26.85,68.07,1009.824825441894,1024,,,,,
222626481,26.43,68.05,1011.7203335852987,1024,,,,,
225289904,26.04,68.28,1012.6819354959641,1024,,,,,
230633122,26.38,68.12,1013.6986098974796,1024,,,,,
237762334,26.61,68.51,1014.1952188656878,1024,,,,,
244895795,26.77,68.22,1015.0280230992113,1024,,,,,
252029489,26.88,68.64,1015.8689528054272,1024,,,,,
259165762,26.96,68.55,1016.4817026155785,1024,,,,,
266299481,27.17,68.3,1016.1757053657336,1024,,,,,
270735385,26.68,68.54,1016.1903134715043,1024,,,,,
277853499,26.33,68.47,1015.75783383667,1024,,,,,
279623492,25.96,68.87,1015.6178527806002,1022,,,,,
286751195,26.25,68.83,1015.6058772334142,1024,,,,,
290296457,26.59,68.2,1015.7115364649424,1024,,,,,
297428222,26.68,68.81,1016.0285532584489,1022,,,,,
304558452,26.63,68.86,1016.1210929154084,1024,,,,,
311673332,26.45,68.59,1016.0971679697423,1024,,,,,
318823407,26.56,68.29,1016.3886130589686,1024,,,,,
325961500,26.67,68.83,1017.0029676018585,1024,,,,,
333090085,26.9,68.36,1017.5490424177757,1024,,,,,
340223395,27,68.62,1017.9502751085059,1024,,,,,
347353995,27.05,68.9,1017.7648704989077,1024,,,,,
354492434,27.13,68.79,1017.2947161995625,1024,,,,,
361625792,27.31,68.42,1016.8935299231456,1024,,,,,
368761084,27.45,68.6,1016.3576458007045,1024,,,,,
375870610,27.51,68.25,1016.3167962616698,1024,,,,,
383030235,27.29,68.38,1017.2590267147507,1024,,,,,
390132911,27.14,68.71,1017.4232288426077,1024,,,,,
394572198,26.83,68.56,1017.0928776165198,1024,,,,,
399032705,26.49,68.82,1016.9226120132162,1024,,,,,
406165094,26.47,68.58,1016.9198079051914,1024,,,,,
412405882,26.78,68.69,1016.8256683407835,1024,,,,,
419533899,27.08,68.84,1017.0755737410321,1024,,,,,
426663190,27.22,69.04,1016.9163433581224,1024,,,,,
433799120,27.34,68.48,1016.5437787677328,1024,,,,,
440927906,27.51,68.74,1015.8272566952534,1024,,,,,
448064139,27.77,68.59,1015.2295234320204,1024,,,,,
455199894,27.9,69.03,1014.835107589768,1024,,,,,
462331703,27.79,69,1014.9568083016072,1024,,,,,
469449242,27.76,69.21,1016.0721147209672,1024,,,,,
476606685,27.84,68.96,1016.5479091363528,1024,,,,,
483708929,27.73,69.16,1018.1422028488867,1024,,,,,
490869582,27.71,68.87,1020.2077350898946,1024,,,,,
497988093,27.52,69.28,1019.978011704636,1024,,,,,
505128380,27.54,69.19,1021.688338084801,1024,,,,,
512266516,27.65,68.74,1021.8227191820743,1024,,,,,
519394423,27.75,68.73,1021.6581740071098,1024,,,,,
526527081,27.82,69.07,1020.5203117187094,1024,,,,,
533664724,28.01,68.9,1019.24811032601,1024,,,,,
540785110,28.24,69.16,1017.5467749630097,1024,,,,,
547916896,28.19,69.07,1018.4777911424834,1024,,,,,
555054707,28.08,68.68,1018.2509086036534,1024,,,,,
562179492,27.66,69.28,1018.4668259374356,1024,,,,,
564840303,27.3,69.26,1018.2010002872521,1024,,,,,
569278316,26.96,69.32,1017.5853251890895,1024,,,,,
576405727,26.8,69.15,1016.7434626140354,1024,,,,,
583545696,26.61,69.08,1016.6475561556298,1024,,,,,
590667585,26.56,69.07,1016.8976771016193,1024,,,,,
596904597,26.87,68.83,1016.285721117005,1024,,,,,
602270503,27.22,69.33,1015.9538797385901,1023,,,,,
609388281,27.49,69.09,1014.7566790095661,1024,,,,,
616517940,27.69,69.31,1012.8759009828152,1024,,,,,
623664538,27.9,69.44,1011.8315137197784,1024,,,,,
630767610,28.02,69.38,1010.9513566503987,1024,,,,,
637904091,28.08,69.48,1012.2338949273762,1024,,,,,
639666396,27.77,69.47,1012.4894969127981,1024,,,,,
642309867,27.42,69.4,1013.4594915618279,1024,,,,,
645856914,27,69.38,1014.8656716284354,1024,,,,,
647606521,26.47,69.01,1014.5163332836834,1024,,,,,
651153446,26.16,69.03,1015.0711711140082,1024,,,,,
656469474,25.72,69.3,1014.8957296532927,1024,,,,,
663627704,25.47,69.35,1015.6104632750701,1024,,,,,
667163387,25.15,69.76,1015.3576204438551,1024,,,,,
669793580,25.47,69.29,1015.4773700971951,1024,,,,,
672472702,25.81,69.47,1014.8858268738468,1024,,,,,
677803652,26.15,69.18,1015.2615921292999,1024,,,,,
683136224,26.46,69.24,1015.1593776806993,1024,,,,,
689357887,26.77,69.07,1014.5268246373291,1024,,,,,
694711117,27.15,69.46,1014.1068176417174,1024,,,,,
701836935,27.46,69.21,1013.1449904678274,1024,,,,,
708986119,27.62,69.6,1012.0804978555585,1024,,,,,
716246785,27.73,69.24,1011.1812921598013,1024,,,,,
723262986,27.81,69.5,1011.1753388411506,1024,,,,,
730388117,27.82,69.29,1012.1050399565917,1024,,,,,
737531411,27.74,69.56,1012.4431694012696,1023,,,,,
744640184,27.49,69.57,1012.5195097698772,1024,,,,,
1162252702,27.41,68.92,1019.8074958541376,1024,,,,,
1164012674,27.1,69.33,1019.8887465430192,1024,,,,,
1165743716,26.77,69.33,1019.9869384449364,1024,,,,,
1172893133,26.68,68.9,1020.2716716294206,1024,,,,,
1180035552,26.96,68.95,1020.2088526069966,1024,,,,,
1186250118,27.3,68.83,1020.6156677352789,1024,,,,,
1193394819,27.41,68.96,1020.7500470154679,1024,,,,,
1200512445,27.26,69.21,1021.1481802954087,1024,,,,,
1207647259,27.45,68.85,1021.1802984725722,1024,,,,,
1214777664,27.39,68.72,1021.7668416161847,1024,,,,,
1221910588,27.63,69.1,1020.9417679924837,1024,,,,,
1229041577,27.52,68.68,1021.2889604291804,1024,,,,,
1236175206,27.52,68.87,1020.6090958485394,1024,,,,,
